CUE, TARGET, NORMED?, #G, #P, FSG, BSG, MSG, OSG, #M, MMIAS, #O, OMIAS, QSS, QFR, QCON, QH, QPS, QMC, QPR, QRSG, QUC, TSS, TRF, TCON, TH, TPS, TMC, TPR, TRSG, TUC
DESCEND, LOWER, YES, 146, 6, .041, 0.000, .0050, .0073, 3, 0, 1.0, 0, 13, 4, ¥, , V, 2.23, .23, .022, 1, 11, 123, 3.39, , V, 1.00, .11, .001, 0
DESCEND, LEAVE, YES, 146, 5, .034, 0.000, .0060, .0186, 3, 0, 2.0, 0, 13, 4, ¥, , V, 2.23, .23, .022, 1, 18, 205, 3.10, , V, 2.12, .65, .045, 1
DESCEND, CLIMB, YES, 146, 3, .021, .014, .0080, .0238, 2, 0, 3.0, 2, 13, 4, ¥, , V, 2.23, .23, .022, 1, 15, 12, 3.67, , V, 2.07, .53, .064, 1
DESCEND, DECLINE, YES, 146, 3, .021, 0.000, 0.0000, .0429, 0, 0, 4.0, 4, 13, 4, ¥, , V, 2.23, .23, .022, 1, 17, 31, ¥, , V, 2.33, .07, .002, 1
DESCEND, DECREASE, YES, 146, 3, .021, 0.000, .0010, .0047, 1, 0, 2.0, 2, 13, 4, ¥, , V, 2.23, .23, .022, 1, 10, 15, ¥, , V, 1.22, .22, .234, 1
DESCEND, HELL, YES, 146, 3, .021, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 13, 4, ¥, , V, 2.23, .23, .022, 1, 13, 95, 3.62, , N, 1.17, .42, .130, 1
DESCEND, STAIRS, YES, 146, 3, .021, 0.000, .0020, .0166, 1, 0, 4.0, 3, 13, 4, ¥, , V, 2.23, .23, .022, 1, 18, 47, 5.54, , N, 2.12, .19, .080, 1
DESCEND, ANGEL, YES, 146, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 13, 4, ¥, , V, 2.23, .23, .022, 1, 14, 18, 3.41, , N, 1.29, .36, .088, 1
DESCENT, DOWN, YES, 128, 34, .266, 0.000, .0160, .0025, 6, 1, 2.0, 0, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 10, 895, 3.23, W, AD, .60, .80, .499, 1
DESCENT, FALL, YES, 128, 11, .087, 0.000, .0150, .0215, 5, 1, 1.0, 0, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 17, 147, 3.86, P, V, 1.41, .65, .117, 1
DESCENT, ASCENT, YES, 128, 10, .079, .131, 0.0000, .0236, 0, 1, 5.0, 5, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 14, 1, 3.13, , N, 2.07, .07, .010, 1
DESCENT, LOWER, YES, 128, 7, .056, 0.000, .0040, .0114, 2, 1, 2.0, 1, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 11, 123, 3.39, , V, 1.00, .11, .001, 0
DESCENT, AGAINST, YES, 128, 2, .016, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 16, 626, ¥, , PP, .69, .39, .092, 0
DESCENT, ANCESTOR, YES, 128, 2, .016, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 18, 7, ¥, , N, 1.73, .09, .001, 0
DESCENT, BELOW, YES, 128, 2, .016, 0.000, .0020, .0146, 1, 1, 1.0, 1, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 9, 145, ¥, , A, 1.56, .44, .319, 1
DESCENT, CLIMB, YES, 128, 2, .016, 0.000, .0090, .0106, 2, 1, 3.0, 2, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 15, 12, 3.67, , V, 2.07, .53, .064, 1
DESCENT, DECLINE, YES, 128, 2, .016, 0.000, .0020, .0375, 1, 1, 3.0, 3, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 17, 31, ¥, , V, 2.33, .07, .002, 1
DESCENT, FROM, NO, 128, 2, .016, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 14, 11, 2.95, , N, 1.46, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DESCENT, HELL, YES, 128, 2, .016, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 13, 95, 3.62, , N, 1.17, .42, .130, 1
DESCENT, MAN, YES, 128, 2, .016, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 9, 1207, 6.14, , N, .56, .67, .402, 1
DESCENT, MORAL, YES, 128, 2, .016, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 22, 142, 1.39, , AJ, 1.05, .09, .021, 1
DESCENT, STAIR, YES, 128, 2, .016, 0.000, .0020, .0066, 2, 1, 2.0, 1, 14, 11, 2.95, , N, 1.46, .08, .010, 1, 12, 2, 5.54, , N, .82, .36, .077, 1
DESCRIBE, EXPLAIN, YES, 140, 52, .371, .063, .0130, .0247, 3, 0, 2.0, 1, 12, 200, ¥, , V, 1.75, .17, .025, 1, 17, 64, 2.60, , V, 1.56, .31, .032, 1
DESCRIBE, TELL, YES, 140, 21, .150, 0.000, .0580, .0184, 3, 0, 3.0, 1, 12, 200, ¥, , V, 1.75, .17, .025, 1, 19, 268, 3.02, , V, 2.33, .60, .029, 1
DESCRIBE, WORD, YES, 140, 5, .036, 0.000, .0040, .0008, 3, 0, 2.0, 0, 12, 200, ¥, , V, 1.75, .17, .025, 1, 20, 274, 5.13, , N, 1.39, .28, .025, 1
DESCRIBE, DETAIL, YES, 140, 4, .029, 0.000, .0010, .0003, 1, 0, 1.0, 1, 12, 200, ¥, , V, 1.75, .17, .025, 1, 19, 72, ¥, , N, .69, .06, .005, 0
DESCRIBE, ELABORATE, YES, 140, 4, .029, 0.000, 0.0000, .0575, 0, 0, 4.0, 4, 12, 200, ¥, , V, 1.75, .17, .025, 1, 25, 32, ¥, G, AJ, 1.35, .12, .004, 0
DESCRIBE, TALK, YES, 140, 4, .029, 0.000, .0450, .0002, 5, 0, 1.0, 0, 12, 200, ¥, , V, 1.75, .17, .025, 1, 18, 154, 4.18, , V, 1.79, .86, .209, 0
DESCRIBE, DEFINITION, YES, 140, 3, .021, .057, .0010, .0804, 1, 0, 2.0, 1, 12, 200, ¥, , V, 1.75, .17, .025, 1, 9, 44, 3.58, , N, 1.78, .56, .073, 1
DESCRIBE, WRITE, YES, 140, 3, .021, 0.000, .0010, .0009, 3, 0, 2.0, 1, 12, 200, ¥, , V, 1.75, .17, .025, 1, 16, 106, 4.42, , V, 2.25, .81, .191, 1
DESCRIBE, CHARACTER, YES, 140, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 12, 200, ¥, , V, 1.75, .17, .025, 1, 15, 118, 3.69, , N, .87, .13, .013, 1
DESCRIBE, NAME, YES, 140, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 12, 200, ¥, , V, 1.75, .17, .025, 1, 20, 294, 3.96, , N, 1.22, .44, .026, 1
DESCRIBE, PICTURE, YES, 140, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 12, 200, ¥, , V, 1.75, .17, .025, 1, 11, 162, 6.75, , N, 1.50, .90, .354, 1
DESCRIBE, SAY, YES, 140, 2, .014, 0.000, .0260, .0138, 2, 0, 4.0, 2, 12, 200, ¥, , V, 1.75, .17, .025, 1, 13, 504, ¥, , V, 1.33, .33, .016, 1
DESERT, SAND, YES, 135, 23, .170, 0.000, .0020, 0.0000, 2, 1, 0.0, 0, 8, 21, 5.90, N, N, .86, .43, .013, 1, 8, 28, 6.25, , N, .88, .75, .304, 1
DESERT, DRY, YES, 135, 18, .133, .033, 0.0000, .0014, 1, 1, 1.0, 1, 8, 21, 5.90, N, N, .86, .43, .013, 1, 18, 68, 3.36, W, AJ, .83, .39, .239, 1
DESERT, HOT, YES, 135, 7, .052, 0.000, .0040, 0.0000, 2, 1, 0.0, 0, 8, 21, 5.90, N, N, .86, .43, .013, 1, 8, 130, 5.03, G, AJ, 1.12, .88, .301, 1
DESERT, CACTUS, YES, 135, 3, .022, .136, 0.0000, .0011, 0, 1, 1.0, 1, 8, 21, 5.90, N, N, .86, .43, .013, 1, 15, 0, ¥, , N, 1.29, .14, .029, 1
DESERT, OASIS, YES, 135, 3, .022, .254, 0.0000, .0067, 0, 1, 3.0, 3, 8, 21, 5.90, N, N, .86, .43, .013, 1, 11, 0, ¥, , N, 1.80, .20, .006, 1
DESERT, BARREN, NO, 135, 2, .015, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 8, 21, 5.90, N, N, .86, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DESERT, ISLAND, YES, 135, 2, .015, 0.000, .0020, .0117, 1, 1, 1.0, 1, 8, 21, 5.90, N, N, .86, .43, .013, 1, 19, 167, 6.40, , N, 2.88, .35, .040, 1
DESERT, LEAVE, YES, 135, 2, .015, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 8, 21, 5.90, N, N, .86, .43, .013, 1, 18, 205, 3.10, , V, 2.12, .65, .045, 1
DESIGN, CREATE, YES, 146, 28, .192, 0.000, .0320, .0403, 4, 0, 3.0, 1, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 13, 54, ¥, , V, 1.42, .58, .061, 1
DESIGN, MAKE, YES, 146, 19, .130, 0.000, .0570, .0330, 2, 0, 1.0, 0, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 14, 794, 2.89, , V, 1.50, .50, .063, 1
DESIGN, DRAW, YES, 146, 15, .103, 0.000, .0050, .0034, 3, 0, 2.0, 2, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 15, 56, 4.32, N, V, 1.53, .47, .107, 1
DESIGN, CLOTHES, YES, 146, 9, .062, 0.000, .0110, .0031, 3, 0, 3.0, 1, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 26, 89, 6.63, , N, 1.33, .75, .132, 1
DESIGN, ART, YES, 146, 8, .055, 0.000, .0130, .0081, 3, 0, 2.0, 2, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 17, 208, 4.36, , N, 1.31, .50, .029, 1
DESIGN, DRESS, YES, 146, 6, .041, 0.000, .0030, .0037, 3, 0, 2.0, 1, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 15, 67, 5.91, N, N, 2.67, .47, .055, 1
DESIGN, INVENT, YES, 146, 6, .041, 0.000, .0090, .0579, 1, 0, 2.0, 1, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 16, 7, ¥, , V, 1.46, .15, .011, 0
DESIGN, ARCHITECT, YES, 146, 4, .027, .039, 0.0000, .0063, 0, 0, 3.0, 3, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 16, 22, ¥, , N, 1.88, .19, .004, 1
DESIGN, INTERIOR, YES, 146, 4, .027, .120, 0.0000, .0011, 1, 0, 2.0, 1, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 11, 74, ¥, , AJ, 1.22, .44, .008, 0
DESIGN, ARCHITECTURE, YES, 146, 3, .021, .027, 0.0000, .0038, 0, 0, 3.0, 3, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 12, 11, ¥, , N, 2.00, .08, .001, 1
DESIGN, COLOR, YES, 146, 3, .021, 0.000, .0090, 0.0000, 4, 0, 0.0, 0, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 12, 141, 4.45, , N, 3.08, 1.00, .090, 1
DESIGN, FASHION, YES, 146, 3, .021, .068, .0040, .0243, 1, 0, 2.0, 1, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 15, 69, 3.75, , N, 1.60, .47, .045, 1
DESIGN, HOUSE, YES, 146, 3, .021, 0.000, .0060, 0.0000, 4, 0, 0.0, 0, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 13, 591, 6.21, , N, 1.00, .85, .223, 1
DESIGN, AWARD, YES, 146, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 24, 46, 4.58, , V, 2.74, .47, .041, 0
DESIGN, DECORATE, YES, 146, 2, .014, .056, .0010, .0047, 1, 0, 4.0, 3, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 25, 2, 4.19, , V, 1.95, .16, .005, 0
DESIGN, PATTERN, YES, 146, 2, .014, .045, 0.0000, .0055, 0, 0, 2.0, 2, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 23, 113, ¥, , N, 1.57, .10, .001, 1
DESIGN, WOMAN, YES, 146, 2, .014, 0.000, .0010, 0.0000, 1, 0, 0.0, 0, 17, 114, 4.13, , V, 1.82, .35, .008, 1, 7, 224, 5.68, , N, 2.00, .86, .414, 1
DESIGNER, CLOTHES, YES, 150, 64, .427, 0.000, .0270, .0069, 5, 3, 5.0, 1, 17, 18, ¥, , N, 1.64, .14, .002, 1, 26, 89, 6.63, , N, 1.33, .75, .132, 1
DESIGNER, FASHION, YES, 150, 9, .060, .027, .0310, .1631, 2, 3, 3.0, 1, 17, 18, ¥, , N, 1.64, .14, .002, 1, 15, 69, 3.75, , N, 1.60, .47, .045, 1
DESIGNER, JEANS, YES, 150, 9, .060, 0.000, .0060, 0.0000, 1, 3, 0.0, 0, 17, 18, ¥, , N, 1.64, .14, .002, 1, 13, 1, 6.35, , N, 2.10, .60, .094, 1
DESIGNER, DRESS, YES, 150, 7, .047, 0.000, .0140, .0235, 4, 3, 1.0, 0, 17, 18, ¥, , N, 1.64, .14, .002, 1, 15, 67, 5.91, N, N, 2.67, .47, .055, 1
DESIGNER, MAKER, YES, 150, 6, .040, 0.000, 0.0000, .0049, 0, 3, 4.0, 4, 17, 18, ¥, , N, 1.64, .14, .002, 1, 17, 12, 4.46, , N, .92, .15, .001, 0
DESIGNER, EXPENSIVE, YES, 150, 4, .027, 0.000, .0060, .0145, 2, 3, 1.0, 0, 17, 18, ¥, , N, 1.64, .14, .002, 1, 13, 44, 2.45, , AJ, 1.85, .39, .085, 1
DESIGNER, CALVIN  KLEIN, NO, 150, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 18, ¥, , N, 1.64, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DESIGNER, CREATOR, YES, 150, 3, .020, 0.000, .0060, .0005, 2, 3, 1.0, 0, 17, 18, ¥, , N, 1.64, .14, .002, 1, 8, 14, 3.97, , N, .43, .43, .035, 0
DESIGNER, NAME, YES, 150, 3, .020, 0.000, .0050, 0.0000, 1, 3, 0.0, 0, 17, 18, ¥, , N, 1.64, .14, .002, 1, 20, 294, 3.96, , N, 1.22, .44, .026, 1
DESIGNER, ARTIST, YES, 150, 2, .013, 0.000, .0010, .0003, 2, 3, 1.0, 0, 17, 18, ¥, , N, 1.64, .14, .002, 1, 12, 57, 5.65, , N, 1.82, .73, .100, 1
DESIGNER, BRAND, YES, 150, 2, .013, 0.000, 0.0000, .0138, 0, 3, 4.0, 4, 17, 18, ¥, , N, 1.64, .14, .002, 1, 16, 17, ¥, , N, 1.25, .08, .001, 1
DESIGNER, DKNY, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 18, ¥, , N, 1.64, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DESIGNER, INTERIOR, YES, 150, 2, .013, .033, 0.0000, 0.0000, 0, 3, 0.0, 0, 17, 18, ¥, , N, 1.64, .14, .002, 1, 11, 74, ¥, , AJ, 1.22, .44, .008, 0
DESIGNER, MAKE, YES, 150, 2, .013, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 17, 18, ¥, , N, 1.64, .14, .002, 1, 14, 794, 2.89, , V, 1.50, .50, .063, 1
DESIGNER, PLANNER, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 18, ¥, , N, 1.64, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DESIGNER, SHOES, YES, 150, 2, .013, 0.000, .0010, 0.0000, 1, 3, 0.0, 0, 17, 18, ¥, , N, 1.64, .14, .002, 1, 12, 44, 6.63, , N, 1.22, .44, .259, 0
DESIGNER, STYLE, YES, 150, 2, .013, 0.000, .0180, .0315, 3, 3, 3.0, 1, 17, 18, ¥, , N, 1.64, .14, .002, 1, 23, 98, 3.75, G, N, 1.14, .57, .022, 1
DESIRE, WANT, YES, 146, 89, .610, .278, .0400, .0149, 5, 0, 3.0, 0, 9, 79, 2.69, , V, 1.44, .67, .177, 1, 9, 329, 2.95, , V, 1.78, .67, .374, 1
DESIRE, LUST, YES, 146, 9, .061, .058, 0.0000, .0546, 1, 0, 3.0, 3, 9, 79, 2.69, , V, 1.44, .67, .177, 1, 8, 5, 3.16, , N, 2.29, .43, .012, 1
DESIRE, NEED, YES, 146, 7, .047, .020, .1760, .3668, 1, 0, 2.0, 1, 9, 79, 2.69, , V, 1.44, .67, .177, 1, 8, 360, 3.10, G, V, .71, .43, .175, 1
DESIRE, SEX, YES, 146, 7, .047, 0.000, .0190, .0042, 1, 0, 1.0, 1, 9, 79, 2.69, , V, 1.44, .67, .177, 1, 15, 84, 5.33, , N, 1.71, .57, .043, 1
DESIRE, LOVE, YES, 146, 6, .041, 0.000, .0250, 0.0000, 3, 0, 0.0, 0, 9, 79, 2.69, , V, 1.44, .67, .177, 1, 18, 232, 3.51, , N, 1.67, .78, .236, 1
DESIRE, WISH, YES, 146, 4, .027, .039, .0170, .0433, 1, 0, 1.0, 0, 9, 79, 2.69, , V, 1.44, .67, .177, 1, 13, 110, 2.66, , N, .62, .39, .026, 1
DESIRE, DRIVE, YES, 146, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 79, 2.69, , V, 1.44, .67, .177, 1, 14, 105, 4.35, T, V, 1.69, .23, .063, 1
DESIRE, WILL, YES, 146, 2, .014, .041, 0.0000, .0085, 0, 0, 1.0, 1, 9, 79, 2.69, , V, 1.44, .67, .177, 1, 12, 2244, 2.65, W, N, .67, .33, .002, 0
DESIRE, YEARN, YES, 146, 2, .014, .075, .0240, .2938, 1, 0, 2.0, 1, 9, 79, 2.69, , V, 1.44, .67, .177, 1, 11, 1, ¥, , V, .91, .27, .020, 1
DESK, CHAIR, YES, 145, 42, .290, .019, .0680, .0284, 2, 0, 2.0, 0, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 14, 66, 6.12, , N, 2.46, .85, .396, 1
DESK, TOP, YES, 145, 15, .103, 0.000, .0020, 0.0000, 1, 0, 0.0, 0, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 11, 204, 4.31, T, N, .82, .55, .359, 1
DESK, TABLE, YES, 145, 13, .090, .019, .0920, .2212, 3, 0, 2.0, 1, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 10, 198, 6.00, , N, .67, .33, .239, 1
DESK, WORK, YES, 145, 10, .069, 0.000, .0100, .0006, 6, 0, 2.0, 0, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 19, 760, 3.88, N, N, 1.63, .68, .091, 1
DESK, STUDY, YES, 145, 9, .062, .020, .0060, .0092, 4, 0, 4.0, 1, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 20, 246, 4.10, G, N, 3.55, .50, .021, 1
DESK, LAMP, YES, 145, 5, .034, .019, 0.0000, .0017, 0, 0, 1.0, 1, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 7, 18, 6.09, , N, .71, .57, .018, 1
DESK, WRITE, YES, 145, 5, .034, 0.000, .0060, .0061, 3, 0, 3.0, 0, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 16, 106, 4.42, , V, 2.25, .81, .191, 1
DESK, PEN, YES, 145, 4, .028, 0.000, .0170, .0128, 3, 0, 3.0, 0, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 4, 18, 5.59, N, N, 2.00, 1.00, .429, 1
DESK, CLERK, YES, 145, 3, .021, .048, 0.0000, .0006, 1, 0, 1.0, 0, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 21, 34, 6.05, , N, 1.63, .37, .009, 1
DESK, PAPER, YES, 145, 3, .021, 0.000, .0080, .0170, 6, 0, 6.0, 2, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 15, 157, 5.96, , N, 1.07, .64, .058, 1
DESK, STUDENT, YES, 145, 3, .021, 0.000, .0030, .0122, 2, 0, 5.0, 3, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 22, 131, 6.38, , N, 3.14, .41, .113, 1
DESK, BOOK, YES, 145, 2, .014, 0.000, .0090, .0050, 6, 0, 3.0, 0, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 15, 193, 6.09, , N, 1.57, .71, .237, 1
DESK, HOMEWORK, YES, 145, 2, .014, 0.000, .0010, .0139, 2, 0, 5.0, 3, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 20, 0, ¥, , N, 3.22, .17, .011, 1
DESK, OFFICE, YES, 145, 2, .014, .174, .0020, .0099, 2, 0, 4.0, 2, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 18, 255, 5.65, , N, 2.00, .44, .014, 1
DESK, PENCIL, YES, 145, 2, .014, 0.000, .0210, .0160, 3, 0, 3.0, 1, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 9, 34, 7.00, , N, .75, .75, .357, 1
DESK, SCHOOL, YES, 145, 2, .014, 0.000, .0140, .0155, 8, 0, 6.0, 0, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 22, 492, 5.25, T, N, 3.35, .70, .086, 1
DESK, TEACHER, YES, 145, 2, .014, 0.000, .0050, .0060, 2, 0, 3.0, 1, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 12, 80, 6.38, , N, 2.75, .50, .132, 1
DESK, WOOD, YES, 145, 2, .014, 0.000, .0050, .0061, 3, 0, 4.0, 2, 18, 65, 5.79, , N, 3.17, .33, .013, 1, 26, 55, 5.81, , N, 1.73, .50, .029, 1
DESPAIR, SAD, YES, 145, 31, .214, 0.000, .0690, .0035, 10, 2, 2.0, 0, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 7, 35, 3.52, , AJ, 1.14, 1.00, .478, 1
DESPAIR, HOPE, YES, 145, 11, .075, .027, 0.0000, 0.0000, 1, 2, 0.0, 0, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 19, 178, 1.18, , V, 1.76, .24, .027, 1
DESPAIR, HOPELESS, YES, 145, 6, .041, .026, 0.0000, .0202, 1, 2, 2.0, 2, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 18, 14, ¥, , ADJ, 1.35, .24, .003, 0
DESPAIR, SORROW, YES, 145, 6, .041, 0.000, .0070, .0920, 3, 2, 6.0, 4, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 13, 9, 2.61, , N, 2.54, .54, .017, 1
DESPAIR, CRY, YES, 145, 5, .034, 0.000, .0230, .0295, 6, 2, 4.0, 0, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 14, 48, 4.32, , V, 1.69, .77, .292, 1
DESPAIR, DEPRESSED, YES, 145, 5, .034, 0.000, .0110, .1156, 3, 2, 4.0, 1, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1
DESPAIR, HELP, YES, 145, 5, .034, 0.000, .0010, .0009, 1, 2, 1.0, 0, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 23, 311, 2.82, , V, 1.14, .50, .052, 1
DESPAIR, ANGUISH, NO, 145, 4, .027, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 21, 2.84, , V, 2.69, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DESPAIR, DEPRESSION, YES, 145, 4, .027, 0.000, .0030, .0903, 2, 2, 1.0, 1, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 17, 24, ¥, , N, 1.08, 0.00, 0.000, 0
DESPAIR, UPSET, YES, 145, 4, .027, 0.000, .0040, .0492, 6, 2, 3.0, 1, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 12, 14, 3.18, T, V, 2.50, .42, .013, 1
DESPAIR, ANGER, YES, 145, 3, .020, 0.000, .0010, .0044, 2, 2, 3.0, 3, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 14, 48, 3.75, , N, 1.92, .31, .031, 1
DESPAIR, DESPERATE, NO, 145, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 21, 2.84, , V, 2.69, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DESPAIR, GRIEF, YES, 145, 3, .020, .012, .0010, .0724, 1, 2, 6.0, 5, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 13, 10, 3.35, , N, 3.25, .17, .008, 1
DESPAIR, LONELY, YES, 145, 3, .020, 0.000, .0020, .0454, 1, 2, 3.0, 2, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 17, 25, 2.53, , AJ, 1.88, .35, .051, 1
DESPAIR, PAIN, YES, 145, 3, .020, 0.000, .0060, 0.0000, 4, 2, 0.0, 0, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 13, 88, 4.22, , N, .92, .50, .340, 1
DESPAIR, GIVE UP, YES, 145, 2, .014, 0.000, 0.0000, .0016, 0, 2, 2.0, 2, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 20, 0, ¥, , V, 1.33, .13, .018, 0
DESPAIR, STRESS, YES, 145, 2, .014, 0.000, .0010, .0012, 1, 2, 3.0, 2, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 23, 107, 3.26, W, N, 2.65, .44, .059, 1
DESPAIR, WORRY, YES, 145, 2, .014, 0.000, 0.0000, .0085, 1, 2, 3.0, 2, 18, 21, 2.84, , V, 2.69, .19, .003, 1, 24, 55, 2.80, , V, 1.65, .40, .017, 1
DESPISE, HATE, YES, 182, 145, .797, .017, .0310, .0100, 4, 0, 3.0, 0, 5, 7, 3.10, , V, 2.40, .20, .014, 1, 12, 42, 3.86, , V, 1.00, .55, .243, 1
DESPISE, DISLIKE, YES, 182, 6, .033, 0.000, .0310, .4846, 2, 0, 2.0, 0, 5, 7, 3.10, , V, 2.40, .20, .014, 1, 6, 14, 2.75, , V, 1.20, .40, .044, 1
DESPISE, LIKE, YES, 182, 6, .033, 0.000, .1140, .1137, 4, 0, 3.0, 0, 5, 7, 3.10, , V, 2.40, .20, .014, 1, 16, 1290, 2.82, N, V, 2.07, .67, .080, 1
DESPISE, ENVY, YES, 182, 2, .011, 0.000, 0.0000, .1030, 0, 0, 2.0, 2, 5, 7, 3.10, , V, 2.40, .20, .014, 1, 10, 7, 2.34, , N, 1.50, .20, .097, 1
DESPISE, LOVE, YES, 182, 2, .011, 0.000, .3360, .3649, 2, 0, 2.0, 0, 5, 7, 3.10, , V, 2.40, .20, .014, 1, 18, 232, 3.51, , N, 1.67, .78, .236, 1
DESSERT, CAKE, YES, 148, 22, .149, 0.000, .0060, .0272, 3, 0, 8.0, 6, 13, 7, 6.43, , N, 3.23, .23, .003, 1, 19, 13, 6.11, , N, 2.79, .47, .112, 1
DESSERT, ICE CREAM, YES, 148, 17, .115, .014, .0190, .0114, 3, 0, 4.0, 3, 13, 7, 6.43, , N, 3.23, .23, .003, 1, 17, 45, 5.84, , N, 2.33, .40, .107, 1
DESSERT, SWEET, YES, 148, 16, .108, 0.000, .0240, .0033, 6, 0, 3.0, 1, 13, 7, 6.43, , N, 3.23, .23, .003, 1, 12, 70, 4.53, , AJ, 2.08, .67, .255, 1
