display,sentence,target word,cloze probability,Log Hal Frequency,Phonological Neighbors,Semantic Neighborhood Density,Response Entropy,densityA,densityB,full_sentence,iti_dur_ms,trial_dur_ms,ShowProgressBar,randomise_blocks
trial,"A village was discovered between the mountains, in a ",valley,0.76,10.13,9,0.66,1.74,73,10,"A village was discovered between the mountains, in a valley",500.0,10000.0,0.0,46
break,,,,,,,,,,,,,1.0,46
trial,The mountaineer spotted a small town in the open ,valley,0.33,10.13,9,0.66,3.26,73,10,The mountaineer spotted a small town in the open valley,500.0,10000.0,0.0,46
break,,,,,,,,,,,,,1.0,46
trial,The lucky explorers discovered diamonds in the dark ,cave,0.73,8.92,22,0.62,1.44,9,19,The lucky explorers discovered diamonds in the dark cave,500.0,10000.0,0.0,46
end,,,,,,,,,,,,,,46
instructions,,,,,,,,,,,,,,47
trial,The lucky explorers discovered diamonds in the dark ,cave,0.73,8.92,22,0.62,1.44,9,19,The lucky explorers discovered diamonds in the dark cave,500.0,10000.0,0.0,47
break,,,,,,,,,,,,,1.0,47
trial,"Ethan used his pen to draw a small, dark ",circle,0.53,9.90,5,0.65,3.1,60,5,"Ethan used his pen to draw a small, dark circle",500.0,10000.0,0.0,47
break,,,,,,,,,,,,,1.0,47
trial,They made no progress,circle,0.7,9.90,5,0.65,2.1,60,5,They made no progresscircle,500.0,10000.0,0.0,47
end,,,,,,,,,,,,,,47
instructions,,,,,,,,,,,,,,48
trial,They made no progress,circle,0.7,9.90,5,0.65,2.1,60,5,They made no progresscircle,500.0,10000.0,0.0,48
break,,,,,,,,,,,,,1.0,48
trial,Between the two curtains there was a big ,gap,0.33,8.81,20,0.64,3.31,17,19,Between the two curtains there was a big gap,500.0,10000.0,0.0,48
break,,,,,,,,,,,,,1.0,48
trial,"After climbing the mountain, they could see the wooded ",forest,0.37,9.75,1,0.66,3.53,66,0,"After climbing the mountain, they could see the wooded forest",500.0,10000.0,0.0,48
end,,,,,,,,,,,,,,48
instructions,,,,,,,,,,,,,,49
trial,"After climbing the mountain, they could see the wooded ",forest,0.37,9.75,1,0.66,3.53,66,0,"After climbing the mountain, they could see the wooded forest",500.0,10000.0,0.0,49
break,,,,,,,,,,,,,1.0,49
trial,The strong landscaper removed the tree root after one ,pull,0.41,10.25,21,0.61,3.52,51,15,The strong landscaper removed the tree root after one pull,500.0,10000.0,0.0,49
break,,,,,,,,,,,,,1.0,49
trial,Phil restarted the stalled lawn mower with a strong ,pull,0.73,10.25,21,0.61,1.38,51,15,Phil restarted the stalled lawn mower with a strong pull,500.0,10000.0,0.0,49
end,,,,,,,,,,,,,,49
instructions,,,,,,,,,,,,,,50
trial,Phil restarted the stalled lawn mower with a strong ,pull,0.73,10.25,21,0.61,1.38,51,15,Phil restarted the stalled lawn mower with a strong pull,500.0,10000.0,0.0,50
break,,,,,,,,,,,,,1.0,50
trial,He knew about the prank they were trying to ,pull,0.8,10.25,21,0.61,1.34,51,15,He knew about the prank they were trying to pull,500.0,10000.0,0.0,50
break,,,,,,,,,,,,,1.0,50
trial,Only during recess were the students allowed to ,play,0.52,11.92,12,0.68,1.82,200,9,Only during recess were the students allowed to play,500.0,10000.0,0.0,50
end,,,,,,,,,,,,,,50
instructions,,,,,,,,,,,,,,51
trial,Only during recess were the students allowed to ,play,0.52,11.92,12,0.68,1.82,200,9,Only during recess were the students allowed to play,500.0,10000.0,0.0,51
break,,,,,,,,,,,,,1.0,51
trial,Emily often brings her dog to the park to ,play,0.46,11.92,12,0.68,1.94,200,9,Emily often brings her dog to the park to play,500.0,10000.0,0.0,51
break,,,,,,,,,,,,,1.0,51
trial,"At the playground, the child needed someone else to ",play,0.31,11.92,12,0.68,4.07,200,9,"At the playground, the child needed someone else to play",500.0,10000.0,0.0,51
end,,,,,,,,,,,,,,51
instructions,,,,,,,,,,,,,,52
trial,"At the playground, the child needed someone else to ",play,0.31,11.92,12,0.68,4.07,200,9,"At the playground, the child needed someone else to play",500.0,10000.0,0.0,52
break,,,,,,,,,,,,,1.0,52
trial,The woman was very ill and needed constant ,care,0.64,11.56,27,0.67,1.82,162,19,The woman was very ill and needed constant care,500.0,10000.0,0.0,52
break,,,,,,,,,,,,,1.0,52
trial,The rowdy player was ejected after a nasty ,fight,0.46,10.60,28,0.67,3.03,98,21,The rowdy player was ejected after a nasty fight,500.0,10000.0,0.0,52
end,,,,,,,,,,,,,,52
instructions,,,,,,,,,,,,,,53
trial,The rowdy player was ejected after a nasty ,fight,0.46,10.60,28,0.67,3.03,98,21,The rowdy player was ejected after a nasty fight,500.0,10000.0,0.0,53
break,,,,,,,,,,,,,1.0,53
trial,The polar opposite brothers often got into a ,fight,0.89,10.60,28,0.67,0.74,98,21,The polar opposite brothers often got into a fight,500.0,10000.0,0.0,53
break,,,,,,,,,,,,,1.0,53
trial,"Although Mark disagreed, he didn't put up a ",fight,0.9,10.60,28,0.67,0.75,98,21,"Although Mark disagreed, he didn't put up a fight",500.0,10000.0,0.0,53
end,,,,,,,,,,,,,,53
instructions,,,,,,,,,,,,,,54
trial,"Although Mark disagreed, he didn't put up a ",fight,0.9,10.60,28,0.67,0.75,98,21,"Although Mark disagreed, he didn't put up a fight",500.0,10000.0,0.0,54
break,,,,,,,,,,,,,1.0,54
trial,The friends aren't currently speaking because of their ,fight,0.4,10.60,28,0.67,2.74,98,21,The friends aren't currently speaking because of their fight,500.0,10000.0,0.0,54
break,,,,,,,,,,,,,1.0,54
trial,His mother silenced him to avoid a ,fight,0.51,10.60,28,0.67,2.75,98,21,His mother silenced him to avoid a fight,500.0,10000.0,0.0,54
end,,,,,,,,,,,,,,54
instructions,,,,,,,,,,,,,,55
trial,His mother silenced him to avoid a ,fight,0.51,10.60,28,0.67,2.75,98,21,His mother silenced him to avoid a fight,500.0,10000.0,0.0,55
break,,,,,,,,,,,,,1.0,55
trial,"At the flea market, Grant sold popcorn at a ",stand,0.42,10.79,8,0.67,2.51,148,1,"At the flea market, Grant sold popcorn at a stand",500.0,10000.0,0.0,55
break,,,,,,,,,,,,,1.0,55
trial,The patient was angry for receiving the wrong ,medicine,0.32,9.89,0,0.64,3.04,30,0,The patient was angry for receiving the wrong medicine,500.0,10000.0,0.0,55
end,,,,,,,,,,,,,,55
instructions,,,,,,,,,,,,,,56
trial,The patient was angry for receiving the wrong ,medicine,0.32,9.89,0,0.64,3.04,30,0,The patient was angry for receiving the wrong medicine,500.0,10000.0,0.0,56
break,,,,,,,,,,,,,1.0,56
trial,The medicine didn't work so he needed another ,dose,0.48,8.54,8,0.57,3.0,11,11,The medicine didn't work so he needed another dose,500.0,10000.0,0.0,56
break,,,,,,,,,,,,,1.0,56
trial,There is no cold that homemade soup cannot ,cure,0.79,9.05,1,0.59,1.27,28,1,There is no cold that homemade soup cannot cure,500.0,10000.0,0.0,56
end,,,,,,,,,,,,,,56
instructions,,,,,,,,,,,,,,57
trial,There is no cold that homemade soup cannot ,cure,0.79,9.05,1,0.59,1.27,28,1,There is no cold that homemade soup cannot cure,500.0,10000.0,0.0,57
break,,,,,,,,,,,,,1.0,57
trial,Nick didn't understand the double meaning of the ad's ,message,0.37,12.42,1,0.65,4.03,64,0,Nick didn't understand the double meaning of the ad's message,500.0,10000.0,0.0,57
break,,,,,,,,,,,,,1.0,57
trial,The efficient group leader assigned each member a ,number,0.38,12.55,2,0.69,2.37,472,2,The efficient group leader assigned each member a number,500.0,10000.0,0.0,57
end,,,,,,,,,,,,,,57
instructions,,,,,,,,,,,,,,58
trial,The efficient group leader assigned each member a ,number,0.38,12.55,2,0.69,2.37,472,2,The efficient group leader assigned each member a number,500.0,10000.0,0.0,58
break,,,,,,,,,,,,,1.0,58
trial,Every morning Dale's mom reminded him to bring a ,lunch,0.33,9.31,7,0.59,3.28,33,7,Every morning Dale's mom reminded him to bring a lunch,500.0,10000.0,0.0,58
break,,,,,,,,,,,,,1.0,58
trial,"Although some knives were sharp, others were very ",dull,0.98,8.44,24,0.56,0.16,27,22,"Although some knives were sharp, others were very dull",500.0,10000.0,0.0,58
end,,,,,,,,,,,,,,58
instructions,,,,,,,,,,,,,,59
trial,"Although some knives were sharp, others were very ",dull,0.98,8.44,24,0.56,0.16,27,22,"Although some knives were sharp, others were very dull",500.0,10000.0,0.0,59
break,,,,,,,,,,,,,1.0,59
trial,Mason disliked the movie because he thought it was ,boring,0.34,9.45,10,0.54,3.85,\N,\N,Mason disliked the movie because he thought it was boring,500.0,10000.0,0.0,59
break,,,,,,,,,,,,,1.0,59
trial,Even in the most trying times she kept her ,cool,0.5,10.81,21,0.62,3.0,62,18,Even in the most trying times she kept her cool,500.0,10000.0,0.0,59
end,,,,,,,,,,,,,,59
instructions,,,,,,,,,,,,,,60
trial,Even in the most trying times she kept her ,cool,0.5,10.81,21,0.62,3.0,62,18,Even in the most trying times she kept her cool,500.0,10000.0,0.0,60
break,,,,,,,,,,,,,1.0,60
trial,The color most associated with anger is ,red,0.97,11.55,27,0.69,0.22,197,21,The color most associated with anger is red,500.0,10000.0,0.0,60
break,,,,,,,,,,,,,1.0,60
trial,"Once he heard the bad news, Mark's face became ",red,0.32,11.55,27,0.69,3.95,197,21,"Once he heard the bad news, Mark's face became red",500.0,10000.0,0.0,60
end,,,,,,,,,,,,,,60
instructions,,,,,,,,,,,,,,61
trial,"Once he heard the bad news, Mark's face became ",red,0.32,11.55,27,0.69,3.95,197,21,"Once he heard the bad news, Mark's face became red",500.0,10000.0,0.0,61
break,,,,,,,,,,,,,1.0,61
trial,Between the sixth and seventh speeches there was a ,break,0.55,10.77,11,0.67,1.92,\N,\N,Between the sixth and seventh speeches there was a break,500.0,10000.0,0.0,61
break,,,,,,,,,,,,,1.0,61
trial,The renowned professor was invited to give a ,speech,0.7,10.50,2,0.66,1.12,61,2,The renowned professor was invited to give a speech,500.0,10000.0,0.0,61
end,,,,,,,,,,,,,,61
instructions,,,,,,,,,,,,,,62
trial,The renowned professor was invited to give a ,speech,0.7,10.50,2,0.66,1.12,61,2,The renowned professor was invited to give a speech,500.0,10000.0,0.0,62
break,,,,,,,,,,,,,1.0,62
trial,"Every morning, the Chef prepared a flavorful ",breakfast,0.35,8.94,0,0.59,3.2,53,0,"Every morning, the Chef prepared a flavorful breakfast",500.0,10000.0,0.0,62
break,,,,,,,,,,,,,1.0,62
trial,"Excited for his birthday presents, the boy could barely ",wait,0.48,11.03,30,0.61,2.41,185,22,"Excited for his birthday presents, the boy could barely wait",500.0,10000.0,0.0,62
end,,,,,,,,,,,,,,62
instructions,,,,,,,,,,,,,,63
trial,"Excited for his birthday presents, the boy could barely ",wait,0.48,11.03,30,0.61,2.41,185,22,"Excited for his birthday presents, the boy could barely wait",500.0,10000.0,0.0,63
break,,,,,,,,,,,,,1.0,63
trial,Bob planned to reopen the restaurant in the ,fall,0.38,10.74,35,0.69,2.7,147,23,Bob planned to reopen the restaurant in the fall,500.0,10000.0,0.0,63
break,,,,,,,,,,,,,1.0,63
trial,The boy cried when he hurt his knee after the ,fall,0.71,10.74,35,0.69,1.6,147,23,The boy cried when he hurt his knee after the fall,500.0,10000.0,0.0,63
end,,,,,,,,,,,,,,63
instructions,,,,,,,,,,,,,,64
trial,The boy cried when he hurt his knee after the ,fall,0.71,10.74,35,0.69,1.6,147,23,The boy cried when he hurt his knee after the fall,500.0,10000.0,0.0,64
break,,,,,,,,,,,,,1.0,64
trial,The man tried very hard not to slip or ,fall,0.89,10.74,35,0.69,0.68,147,23,The man tried very hard not to slip or fall,500.0,10000.0,0.0,64
break,,,,,,,,,,,,,1.0,64
trial,If Alex drifts off he should really take a ,nap,0.79,7.41,20,0.37,1.17,4,19,If Alex drifts off he should really take a nap,500.0,10000.0,0.0,64
end,,,,,,,,,,,,,,64
instructions,,,,,,,,,,,,,,65
trial,If Alex drifts off he should really take a ,nap,0.79,7.41,20,0.37,1.17,4,19,If Alex drifts off he should really take a nap,500.0,10000.0,0.0,65
break,,,,,,,,,,,,,1.0,65
trial,The principal sat the prankster down and began to ,lecture,0.47,8.47,0,0.59,2.8,16,0,The principal sat the prankster down and began to lecture,500.0,10000.0,0.0,65
break,,,,,,,,,,,,,1.0,65
trial,The roommates ended their friendship after a silly ,argument,0.43,10.81,0,0.64,2.12,\N,\N,The roommates ended their friendship after a silly argument,500.0,10000.0,0.0,65
end,,,,,,,,,,,,,,65
instructions,,,,,,,,,,,,,,66
trial,The roommates ended their friendship after a silly ,argument,0.43,10.81,0,0.64,2.12,\N,\N,The roommates ended their friendship after a silly argument,500.0,10000.0,0.0,66
break,,,,,,,,,,,,,1.0,66
trial,"A gardener, Harry likes to fertilize plants with ",manure,0.34,6.74,0,0.44,3.78,6,1,"A gardener, Harry likes to fertilize plants with manure",500.0,10000.0,0.0,66
break,,,,,,,,,,,,,1.0,66
trial,On their doorstep was a flaming bag of dog ,poop,0.8,7.00,15,0.27,1.19,1,14,On their doorstep was a flaming bag of dog poop,500.0,10000.0,0.0,66
end,,,,,,,,,,,,,,66
instructions,,,,,,,,,,,,,,67
trial,On their doorstep was a flaming bag of dog ,poop,0.8,7.00,15,0.27,1.19,1,14,On their doorstep was a flaming bag of dog poop,500.0,10000.0,0.0,67
break,,,,,,,,,,,,,1.0,67
trial,Ryan's crops flourished because they grew in rich ,soil,0.93,8.94,14,0.63,0.56,54,10,Ryan's crops flourished because they grew in rich soil,500.0,10000.0,0.0,67
break,,,,,,,,,,,,,1.0,67
trial,A plant's roots can extract nutrients from the ,soil,0.72,8.94,14,0.63,1.22,54,10,A plant's roots can extract nutrients from the soil,500.0,10000.0,0.0,67
end,,,,,,,,,,,,,,67
instructions,,,,,,,,,,,,,,68
trial,A plant's roots can extract nutrients from the ,soil,0.72,8.94,14,0.63,1.22,54,10,A plant's roots can extract nutrients from the soil,500.0,10000.0,0.0,68
break,,,,,,,,,,,,,1.0,68
trial,The fields of corn flourished due to the fertile ,soil,0.82,8.94,14,0.63,1.05,54,10,The fields of corn flourished due to the fertile soil,500.0,10000.0,0.0,68
break,,,,,,,,,,,,,1.0,68
trial,"After hours doing yard work, Jude was covered in ",dirt,0.49,8.94,14,0.58,2.15,43,15,"After hours doing yard work, Jude was covered in dirt",500.0,10000.0,0.0,68
end,,,,,,,,,,,,,,68
instructions,,,,,,,,,,,,,,69
trial,"After hours doing yard work, Jude was covered in ",dirt,0.49,8.94,14,0.58,2.15,43,15,"After hours doing yard work, Jude was covered in dirt",500.0,10000.0,0.0,69
break,,,,,,,,,,,,,1.0,69
trial,The cautious hiking enthusiast always carried some ,water,0.39,11.57,7,0.67,3.65,442,2,The cautious hiking enthusiast always carried some water,500.0,10000.0,0.0,69
break,,,,,,,,,,,,,1.0,69
trial,Jacob's mother asked him for a glass of ,water,0.65,11.57,7,0.67,1.52,442,2,Jacob's mother asked him for a glass of water,500.0,10000.0,0.0,69
end,,,,,,,,,,,,,,69
instructions,,,,,,,,,,,,,,70
trial,Jacob's mother asked him for a glass of ,water,0.65,11.57,7,0.67,1.52,442,2,Jacob's mother asked him for a glass of water,500.0,10000.0,0.0,70
break,,,,,,,,,,,,,1.0,70
trial,Nicholas could see all of fish in the clear ,water,0.5,11.57,7,0.67,2.5,442,2,Nicholas could see all of fish in the clear water,500.0,10000.0,0.0,70
break,,,,,,,,,,,,,1.0,70
trial,"Every morning, Sophie drank a cup of ",coffee,0.62,9.82,3,0.63,1.76,78,1,"Every morning, Sophie drank a cup of coffee",500.0,10000.0,0.0,70
end,,,,,,,,,,,,,,70
instructions,,,,,,,,,,,,,,71
trial,"Every morning, Sophie drank a cup of ",coffee,0.62,9.82,3,0.63,1.76,78,1,"Every morning, Sophie drank a cup of coffee",500.0,10000.0,0.0,71
break,,,,,,,,,,,,,1.0,71
trial,Everyone thought the pasta dish needed more ,salt,0.31,9.63,9,0.64,2.78,46,8,Everyone thought the pasta dish needed more salt,500.0,10000.0,0.0,71
break,,,,,,,,,,,,,1.0,71
trial,The puppy stopped running outside when it had to ,pee,0.61,8.06,26,0.50,2.33,\N,\N,The puppy stopped running outside when it had to pee,500.0,10000.0,0.0,71
end,,,,,,,,,,,,,,71
instructions,,,,,,,,,,,,,,72
trial,The puppy stopped running outside when it had to ,pee,0.61,8.06,26,0.50,2.33,\N,\N,The puppy stopped running outside when it had to pee,500.0,10000.0,0.0,72
break,,,,,,,,,,,,,1.0,72
trial,"Most people, when they eat fruit, don't eat the ",seeds,0.31,8.77,15,0.60,2.75,\N,\N,"Most people, when they eat fruit, don't eat the seeds",500.0,10000.0,0.0,72
break,,,,,,,,,,,,,1.0,72
trial,They needed to add more honey to the ,tea,0.34,9.07,27,0.62,3.66,\N,\N,They needed to add more honey to the tea,500.0,10000.0,0.0,72
end,,,,,,,,,,,,,,72
instructions,,,,,,,,,,,,,,73
trial,They needed to add more honey to the ,tea,0.34,9.07,27,0.62,3.66,\N,\N,They needed to add more honey to the tea,500.0,10000.0,0.0,73
break,,,,,,,,,,,,,1.0,73
trial,Mia wrote in her diary all through the ,night,0.36,11.49,30,0.68,2.9,\N,\N,Mia wrote in her diary all through the night,500.0,10000.0,0.0,73
break,,,,,,,,,,,,,1.0,73
trial,The fraternal twins were as different as day and ,night,0.99,11.49,30,0.68,0.08,\N,\N,The fraternal twins were as different as day and night,500.0,10000.0,0.0,73
end,,,,,,,,,,,,,,73
instructions,,,,,,,,,,,,,,74
trial,The fraternal twins were as different as day and ,night,0.99,11.49,30,0.68,0.08,\N,\N,The fraternal twins were as different as day and night,500.0,10000.0,0.0,74
break,,,,,,,,,,,,,1.0,74
trial,The cookies were so good that Carol made another ,batch,0.99,9.24,22,0.57,0.08,5,20,The cookies were so good that Carol made another batch,500.0,10000.0,0.0,74
break,,,,,,,,,,,,,1.0,74
trial,Dean dropped the cookies and had to make a fresh ,batch,0.95,9.24,22,0.57,0.35,5,20,Dean dropped the cookies and had to make a fresh batch,500.0,10000.0,0.0,74
end,,,,,,,,,,,,,,74
instructions,,,,,,,,,,,,,,75
trial,Dean dropped the cookies and had to make a fresh ,batch,0.95,9.24,22,0.57,0.35,5,20,Dean dropped the cookies and had to make a fresh batch,500.0,10000.0,0.0,75
break,,,,,,,,,,,,,1.0,75
trial,The restaurant made millions with its famous secret ,recipe,0.49,9.23,0,0.55,1.51,8,0,The restaurant made millions with its famous secret recipe,500.0,10000.0,0.0,75
break,,,,,,,,,,,,,1.0,75
trial,Nicole wanted the paper towels but they weren't in ,stock,0.84,10.68,10,0.66,1.23,147,9,Nicole wanted the paper towels but they weren't in stock,500.0,10000.0,0.0,75
end,,,,,,,,,,,,,,75
instructions,,,,,,,,,,,,,,76
trial,Nicole wanted the paper towels but they weren't in ,stock,0.84,10.68,10,0.66,1.23,147,9,Nicole wanted the paper towels but they weren't in stock,500.0,10000.0,0.0,76
break,,,,,,,,,,,,,1.0,76
trial,The small flame made the burgers difficult to ,cook,0.7,9.51,13,0.64,1.8,47,13,The small flame made the burgers difficult to cook,500.0,10000.0,0.0,76
break,,,,,,,,,,,,,1.0,76
trial,The weight of all the family's shoes broke the ,shelf,0.36,8.64,5,0.56,3.49,12,3,The weight of all the family's shoes broke the shelf,500.0,10000.0,0.0,76
end,,,,,,,,,,,,,,76
instructions,,,,,,,,,,,,,,77
trial,The weight of all the family's shoes broke the ,shelf,0.36,8.64,5,0.56,3.49,12,3,The weight of all the family's shoes broke the shelf,500.0,10000.0,0.0,77
break,,,,,,,,,,,,,1.0,77
trial,"To declutter her closet, Hannah bought a shoe ",rack,0.5,9.36,31,0.56,1.83,10,26,"To declutter her closet, Hannah bought a shoe rack",500.0,10000.0,0.0,77
break,,,,,,,,,,,,,1.0,77
trial,The father took the front and the mother took the ,back,0.81,12.88,34,0.69,0.87,967,28,The father took the front and the mother took the back,500.0,10000.0,0.0,77
end,,,,,,,,,,,,,,77
instructions,,,,,,,,,,,,,,78
trial,The father took the front and the mother took the ,back,0.81,12.88,34,0.69,0.87,967,28,The father took the front and the mother took the back,500.0,10000.0,0.0,78
break,,,,,,,,,,,,,1.0,78
trial,"While trying to lift the box, Jeffrey pulled his ",back,0.39,12.88,34,0.69,2.36,967,28,"While trying to lift the box, Jeffrey pulled his back",500.0,10000.0,0.0,78
